study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	fastq_aspera
PRJEB29746	SAMEA5094018	ERS2905357	ERX2909515	ERR2906355	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906355/ERR2906355_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906355/ERR2906355_2.fastq.gz
PRJEB29746	SAMEA5094011	ERS2905350	ERX2909516	ERR2906356	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906356/ERR2906356_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906356/ERR2906356_2.fastq.gz
PRJEB29746	SAMEA5094012	ERS2905351	ERX2909517	ERR2906357	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906357/ERR2906357_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906357/ERR2906357_2.fastq.gz
PRJEB29746	SAMEA5094022	ERS2905361	ERX2909518	ERR2906358	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906358/ERR2906358_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906358/ERR2906358_2.fastq.gz
PRJEB29746	SAMEA5094023	ERS2905362	ERX2909519	ERR2906359	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906359/ERR2906359_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906359/ERR2906359_2.fastq.gz
PRJEB29746	SAMEA5094013	ERS2905352	ERX2909520	ERR2906360	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906360/ERR2906360_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906360/ERR2906360_2.fastq.gz
PRJEB29746	SAMEA5094014	ERS2905353	ERX2909521	ERR2906361	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906361/ERR2906361_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906361/ERR2906361_2.fastq.gz
PRJEB29746	SAMEA5094017	ERS2905356	ERX2909522	ERR2906362	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906362/ERR2906362_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906362/ERR2906362_2.fastq.gz
PRJEB29746	SAMEA5094018	ERS2905357	ERX2909523	ERR2906363	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906363/ERR2906363_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906363/ERR2906363_2.fastq.gz
PRJEB29746	SAMEA5094011	ERS2905350	ERX2909524	ERR2906364	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906364/ERR2906364_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906364/ERR2906364_2.fastq.gz
PRJEB29746	SAMEA5094012	ERS2905351	ERX2909525	ERR2906365	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906365/ERR2906365_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906365/ERR2906365_2.fastq.gz
PRJEB29746	SAMEA5094022	ERS2905361	ERX2909526	ERR2906366	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906366/ERR2906366_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906366/ERR2906366_2.fastq.gz
PRJEB29746	SAMEA5094023	ERS2905362	ERX2909527	ERR2906367	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906367/ERR2906367_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906367/ERR2906367_2.fastq.gz
PRJEB29746	SAMEA5094003	ERS2905342	ERX2909528	ERR2906368	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906368/ERR2906368_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906368/ERR2906368_2.fastq.gz
PRJEB29746	SAMEA5094005	ERS2905344	ERX2909529	ERR2906369	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906369/ERR2906369_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906369/ERR2906369_2.fastq.gz
PRJEB29746	SAMEA5094004	ERS2905343	ERX2909530	ERR2906370	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906370/ERR2906370_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906370/ERR2906370_2.fastq.gz
PRJEB29746	SAMEA5094006	ERS2905345	ERX2909531	ERR2906371	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906371/ERR2906371_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906371/ERR2906371_2.fastq.gz
PRJEB29746	SAMEA5094001	ERS2905340	ERX2909532	ERR2906372	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906372/ERR2906372_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906372/ERR2906372_2.fastq.gz
PRJEB29746	SAMEA5094007	ERS2905346	ERX2909533	ERR2906373	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906373/ERR2906373_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906373/ERR2906373_2.fastq.gz
PRJEB29746	SAMEA5094008	ERS2905347	ERX2909534	ERR2906374	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906374/ERR2906374_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906374/ERR2906374_2.fastq.gz
PRJEB29746	SAMEA5093997	ERS2905336	ERX2909535	ERR2906375	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906375/ERR2906375_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906375/ERR2906375_2.fastq.gz
PRJEB29746	SAMEA5093998	ERS2905337	ERX2909536	ERR2906376	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906376/ERR2906376_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906376/ERR2906376_2.fastq.gz
PRJEB29746	SAMEA5093999	ERS2905338	ERX2909537	ERR2906377	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906377/ERR2906377_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906377/ERR2906377_2.fastq.gz
PRJEB29746	SAMEA5094000	ERS2905339	ERX2909538	ERR2906378	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906378/ERR2906378_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906378/ERR2906378_2.fastq.gz
PRJEB29746	SAMEA5094002	ERS2905341	ERX2909539	ERR2906379	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906379/ERR2906379_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906379/ERR2906379_2.fastq.gz
PRJEB29746	SAMEA5094003	ERS2905342	ERX2909540	ERR2906380	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906380/ERR2906380_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906380/ERR2906380_2.fastq.gz
PRJEB29746	SAMEA5094005	ERS2905344	ERX2909541	ERR2906381	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906381/ERR2906381_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906381/ERR2906381_2.fastq.gz
PRJEB29746	SAMEA5094004	ERS2905343	ERX2909542	ERR2906382	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906382/ERR2906382_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906382/ERR2906382_2.fastq.gz
PRJEB29746	SAMEA5094006	ERS2905345	ERX2909543	ERR2906383	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906383/ERR2906383_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906383/ERR2906383_2.fastq.gz
PRJEB29746	SAMEA5094001	ERS2905340	ERX2909544	ERR2906384	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906384/ERR2906384_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906384/ERR2906384_2.fastq.gz
PRJEB29746	SAMEA5094007	ERS2905346	ERX2909545	ERR2906385	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906385/ERR2906385_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906385/ERR2906385_2.fastq.gz
PRJEB29746	SAMEA5094008	ERS2905347	ERX2909546	ERR2906386	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906386/ERR2906386_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906386/ERR2906386_2.fastq.gz
PRJEB29746	SAMEA5093997	ERS2905336	ERX2909547	ERR2906387	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906387/ERR2906387_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906387/ERR2906387_2.fastq.gz
PRJEB29746	SAMEA5093998	ERS2905337	ERX2909548	ERR2906388	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906388/ERR2906388_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906388/ERR2906388_2.fastq.gz
PRJEB29746	SAMEA5093999	ERS2905338	ERX2909549	ERR2906389	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906389/ERR2906389_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906389/ERR2906389_2.fastq.gz
PRJEB29746	SAMEA5094000	ERS2905339	ERX2909550	ERR2906390	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906390/ERR2906390_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906390/ERR2906390_2.fastq.gz
PRJEB29746	SAMEA5094002	ERS2905341	ERX2909551	ERR2906391	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906391/ERR2906391_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906391/ERR2906391_2.fastq.gz
PRJEB29746	SAMEA5094003	ERS2905342	ERX2909552	ERR2906392	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906392/ERR2906392_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906392/ERR2906392_2.fastq.gz
PRJEB29746	SAMEA5094005	ERS2905344	ERX2909553	ERR2906393	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906393/ERR2906393_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906393/ERR2906393_2.fastq.gz
PRJEB29746	SAMEA5094004	ERS2905343	ERX2909554	ERR2906394	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906394/ERR2906394_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906394/ERR2906394_2.fastq.gz
PRJEB29746	SAMEA5094006	ERS2905345	ERX2909555	ERR2906395	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906395/ERR2906395_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906395/ERR2906395_2.fastq.gz
PRJEB29746	SAMEA5094001	ERS2905340	ERX2909556	ERR2906396	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906396/ERR2906396_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906396/ERR2906396_2.fastq.gz
PRJEB29746	SAMEA5094007	ERS2905346	ERX2909557	ERR2906397	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906397/ERR2906397_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906397/ERR2906397_2.fastq.gz
PRJEB29746	SAMEA5094008	ERS2905347	ERX2909558	ERR2906398	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906398/ERR2906398_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906398/ERR2906398_2.fastq.gz
PRJEB29746	SAMEA5093997	ERS2905336	ERX2909559	ERR2906399	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906399/ERR2906399_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906399/ERR2906399_2.fastq.gz
PRJEB29746	SAMEA5093998	ERS2905337	ERX2909560	ERR2906400	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906400/ERR2906400_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906400/ERR2906400_2.fastq.gz
PRJEB29746	SAMEA5093999	ERS2905338	ERX2909561	ERR2906401	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906401/ERR2906401_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906401/ERR2906401_2.fastq.gz
PRJEB29746	SAMEA5094000	ERS2905339	ERX2909562	ERR2906402	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906402/ERR2906402_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906402/ERR2906402_2.fastq.gz
PRJEB29746	SAMEA5094002	ERS2905341	ERX2909563	ERR2906403	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906403/ERR2906403_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906403/ERR2906403_2.fastq.gz
PRJEB29746	SAMEA5094003	ERS2905342	ERX2909564	ERR2906404	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906404/ERR2906404_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906404/ERR2906404_2.fastq.gz
PRJEB29746	SAMEA5094005	ERS2905344	ERX2909565	ERR2906405	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906405/ERR2906405_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906405/ERR2906405_2.fastq.gz
PRJEB29746	SAMEA5094004	ERS2905343	ERX2909566	ERR2906406	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906406/ERR2906406_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906406/ERR2906406_2.fastq.gz
PRJEB29746	SAMEA5094006	ERS2905345	ERX2909567	ERR2906407	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906407/ERR2906407_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906407/ERR2906407_2.fastq.gz
PRJEB29746	SAMEA5094001	ERS2905340	ERX2909568	ERR2906408	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906408/ERR2906408_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906408/ERR2906408_2.fastq.gz
PRJEB29746	SAMEA5094007	ERS2905346	ERX2909569	ERR2906409	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906409/ERR2906409_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906409/ERR2906409_2.fastq.gz
PRJEB29746	SAMEA5094008	ERS2905347	ERX2909570	ERR2906410	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906410/ERR2906410_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906410/ERR2906410_2.fastq.gz
PRJEB29746	SAMEA5093997	ERS2905336	ERX2909571	ERR2906411	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906411/ERR2906411_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906411/ERR2906411_2.fastq.gz
PRJEB29746	SAMEA5093998	ERS2905337	ERX2909572	ERR2906412	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906412/ERR2906412_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906412/ERR2906412_2.fastq.gz
PRJEB29746	SAMEA5093999	ERS2905338	ERX2909573	ERR2906413	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906413/ERR2906413_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906413/ERR2906413_2.fastq.gz
PRJEB29746	SAMEA5094000	ERS2905339	ERX2909574	ERR2906414	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906414/ERR2906414_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906414/ERR2906414_2.fastq.gz
PRJEB29746	SAMEA5094002	ERS2905341	ERX2909575	ERR2906415	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906415/ERR2906415_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906415/ERR2906415_2.fastq.gz
PRJEB29746	SAMEA5094003	ERS2905342	ERX2909576	ERR2906416	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906416/ERR2906416_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906416/ERR2906416_2.fastq.gz
PRJEB29746	SAMEA5094005	ERS2905344	ERX2909577	ERR2906417	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906417/ERR2906417_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906417/ERR2906417_2.fastq.gz
PRJEB29746	SAMEA5094004	ERS2905343	ERX2909578	ERR2906418	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906418/ERR2906418_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2906418/ERR2906418_2.fastq.gz
PRJEB29746	SAMEA5094006	ERS2905345	ERX2909579	ERR2906419	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906419/ERR2906419_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2906419/ERR2906419_2.fastq.gz
PRJEB29746	SAMEA5094001	ERS2905340	ERX2909580	ERR2906420	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906420/ERR2906420_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2906420/ERR2906420_2.fastq.gz
PRJEB29746	SAMEA5094007	ERS2905346	ERX2909581	ERR2906421	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906421/ERR2906421_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2906421/ERR2906421_2.fastq.gz
PRJEB29746	SAMEA5094008	ERS2905347	ERX2909582	ERR2906422	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906422/ERR2906422_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2906422/ERR2906422_2.fastq.gz
PRJEB29746	SAMEA5093997	ERS2905336	ERX2909583	ERR2906423	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906423/ERR2906423_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2906423/ERR2906423_2.fastq.gz
PRJEB29746	SAMEA5093998	ERS2905337	ERX2909584	ERR2906424	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906424/ERR2906424_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2906424/ERR2906424_2.fastq.gz
PRJEB29746	SAMEA5093999	ERS2905338	ERX2909585	ERR2906425	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906425/ERR2906425_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2906425/ERR2906425_2.fastq.gz
PRJEB29746	SAMEA5094000	ERS2905339	ERX2909586	ERR2906426	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906426/ERR2906426_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2906426/ERR2906426_2.fastq.gz
PRJEB29746	SAMEA5094002	ERS2905341	ERX2909587	ERR2906427	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906427/ERR2906427_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2906427/ERR2906427_2.fastq.gz
PRJEB29746	SAMEA5094794	ERS2906132	ERX2937904	ERR2935099	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/009/ERR2935099/ERR2935099_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/009/ERR2935099/ERR2935099_2.fastq.gz
PRJEB29746	SAMEA5094794	ERS2906132	ERX2937905	ERR2935100	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/000/ERR2935100/ERR2935100_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/000/ERR2935100/ERR2935100_2.fastq.gz
PRJEB29746	SAMEA5094801	ERS2906139	ERX2937906	ERR2935101	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/001/ERR2935101/ERR2935101_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/001/ERR2935101/ERR2935101_2.fastq.gz
PRJEB29746	SAMEA5094801	ERS2906139	ERX2937907	ERR2935102	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/002/ERR2935102/ERR2935102_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/002/ERR2935102/ERR2935102_2.fastq.gz
PRJEB29746	SAMEA5094795	ERS2906133	ERX2937908	ERR2935103	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/003/ERR2935103/ERR2935103_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/003/ERR2935103/ERR2935103_2.fastq.gz
PRJEB29746	SAMEA5094795	ERS2906133	ERX2937909	ERR2935104	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/004/ERR2935104/ERR2935104_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/004/ERR2935104/ERR2935104_2.fastq.gz
PRJEB29746	SAMEA5094796	ERS2906134	ERX2937910	ERR2935105	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/005/ERR2935105/ERR2935105_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/005/ERR2935105/ERR2935105_2.fastq.gz
PRJEB29746	SAMEA5094796	ERS2906134	ERX2937911	ERR2935106	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/006/ERR2935106/ERR2935106_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/006/ERR2935106/ERR2935106_2.fastq.gz
PRJEB29746	SAMEA5094797	ERS2906135	ERX2937912	ERR2935107	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/007/ERR2935107/ERR2935107_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/007/ERR2935107/ERR2935107_2.fastq.gz
PRJEB29746	SAMEA5094797	ERS2906135	ERX2937913	ERR2935108	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/008/ERR2935108/ERR2935108_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/008/ERR2935108/ERR2935108_2.fastq.gz
PRJEB29746	SAMEA5094798	ERS2906136	ERX2937914	ERR2935109	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/009/ERR2935109/ERR2935109_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/009/ERR2935109/ERR2935109_2.fastq.gz
PRJEB29746	SAMEA5094798	ERS2906136	ERX2937915	ERR2935110	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/000/ERR2935110/ERR2935110_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/000/ERR2935110/ERR2935110_2.fastq.gz
PRJEB29746	SAMEA5094799	ERS2906137	ERX2937916	ERR2935111	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/001/ERR2935111/ERR2935111_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/001/ERR2935111/ERR2935111_2.fastq.gz
PRJEB29746	SAMEA5094799	ERS2906137	ERX2937917	ERR2935112	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/002/ERR2935112/ERR2935112_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/002/ERR2935112/ERR2935112_2.fastq.gz
PRJEB29746	SAMEA5094800	ERS2906138	ERX2937918	ERR2935113	synthetic construct	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/003/ERR2935113/ERR2935113_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR293/003/ERR2935113/ERR2935113_2.fastq.gz
